boj,rating1,cp,rating2
smallyk99,1059,lightwick,1248
sobg9810,1059,yuminsong,0
luis2137,1058,cris2137,0
devonnuri,1057,devonnuri,1317
in010210,1057,Kinter,1450
yetree,1055,yeseul,1174
eshkim77,1054,somnode,610
wnsgh712,1053,fly_like_you,0
bi0416,1051,LeeZeunJun,1231
kimdohyeon,1050,kimdohyeon,0
rlgnsdl0510,1050,Terry55,0
1220auto,1049,Ernest_Kang,1398
shbaik82,1048,shbaik82,0
tony1803,1048,JwuonSue,1437
wlgjs8,1048,AMBIGUOSJEON,952
cgkim449,1045,cgkim449,661
parkjeongseop,1045,ParkJeongseop,0
tkfydtls,1045,CJunbot,0
jeenie145,1044,jeenie145,1063
jheo1203,1044,roadhobo,630
golden_hairtail,1043,golden_hairtail,0
itae,1043,itae,0
dana0301,1042,dana0301,0
dodolist,1042,dodolist,672
devstudent,1041,devstudent,1390
sodabori,1041,SodaBori,1210
dlaghtjd4487,1040,dlaghtjd4487,0
myday2day,1040,myday2day,0
haruww,1039,choharu,452
hyukjinkang,1039,coupy1024,0
meeple,1039,hbj0209,1315
rooooot_kim,1038,rooooot_kim,1286
hulahula32471,1035,W_NotFoundGD,2025
aaaa6658,1034,aaaa6658,1156
kmcreeper113_2,1033,kimjeongyeon,796
qkrdmswl303,1033,qkrdmswl303,0
daun20211,1032,daun20211,0
jungmin0917,1031,jungmin0917,652
dhdbsgn111,1030,@calchichi,1228
jiwon405,1030,405supply,0
dndrb93,1029,dnd29,1332
janghoy100,1028,sandul,0
qpakzk,1028,qpakzk,0
dalae37,1026,DaLae37,0
k512,1026,1bin,2184
bch8623,1025,bch8623,0
juhwan016,1025,juhwan016,443
pupa,1025,chrysalis,1725
asdsd4528,1024,asdsd9852,814
tentasys,1023,tentasys,0
cgw0519,1021,gowoonvv,0
hub0720,1021,DannaLee,0
thnam91,1021,thnam91,0
pythonprominhyeong,1020,neverending_,659
macracube92,1019,macracube92,407
maruhxn,1019,maruhan,0
sayyoungman,1019,nickte89,820
sch030518,1019,sch030518,0
hjk9984,1018,antae_kim,0
mingeun3669,1018,sdh220312,0
jmk5315,1016,jmk5315,1121
tom5965,1015,tom5965,1714
jacob31,1014,jacob31,358
minzu,1014,minju,920
beomsu0317,1012,bbsbbs,0
jihwan0123,1012,jihwan0123,997
hhj05,1011,neebie,846
0420syj,1010,0420syj,1292
poo1994,1010,bluee314,1265
blanka,1009,blanka0,0
junukwon7,1009,junukwon7,1641
psh250092,1008,psh250092,0
imonlyone,1007,imonlyone,0
seturi,1005,seturi,0
nyn2265,1003,nyn2265,0
homesweethome,1000,jjun56,1446
arcsch06,999,arcsch06,962
mmhdfmh,998,mmhdfmh,0
mdl1220,996,reumypark,0
